date,temperature,humidity,luminosity
2020-12-03 16:09:31.500,19.5,20.4,43
2020-12-03 16:09:29.223,19.5,20.4,43
2020-12-03 16:09:26.946,19.5,20.5,44
2020-12-03 16:09:24.669,19.5,20.4,44
2020-12-03 16:09:22.392,19.5,20.2,44
2020-12-03 16:09:20.114,19.6,20.2,44
2020-12-03 16:09:17.837,19.6,20.2,43
2020-12-03 16:09:15.560,19.6,20.2,44
2020-12-03 16:09:13.282,19.6,20.2,44
2020-12-03 16:09:11.009,19.5,20.2,44
2020-12-03 16:09:08.732,19.6,20.2,44
2020-12-03 16:09:06.455,19.6,20.2,44
2020-12-03 16:09:04.178,19.6,20.2,43
2020-12-03 16:09:01.900,19.6,20.2,43
2020-12-03 16:08:59.623,19.6,20.2,43
2020-12-03 16:08:57.346,19.6,20.2,44
2020-12-03 16:08:55.069,19.6,20.2,44
2020-12-03 16:08:52.792,19.6,20.2,43
2020-12-03 16:08:50.518,19.6,20.2,43
2020-12-03 16:08:48.241,19.6,20.2,43
2020-12-03 16:08:45.964,19.5,20.1,44
2020-12-03 16:08:43.686,19.6,20.2,44
2020-12-03 16:08:41.410,19.6,20.2,44
2020-12-03 16:08:39.132,19.6,20.2,44
2020-12-03 16:08:36.855,19.6,20.2,44
2020-12-03 16:08:34.578,19.6,20.2,44
2020-12-03 16:08:32.301,19.6,20.2,43
2020-12-03 16:08:30.028,19.6,20.2,44
2020-12-03 16:08:27.750,19.6,20.2,43
2020-12-03 16:08:25.473,19.5,20.1,44
2020-12-03 16:08:23.196,19.6,20.2,43
2020-12-03 16:08:20.918,19.5,20.1,44
2020-12-03 16:08:18.641,19.5,20.1,44
2020-12-03 16:08:16.364,19.5,20.2,44
2020-12-03 16:08:14.087,19.5,20.2,44
2020-12-03 16:08:11.810,19.5,20.2,44
2020-12-03 16:08:09.532,19.5,20.2,44
2020-12-03 16:08:07.259,19.4,20.2,44
2020-12-03 16:08:04.982,19.4,20.2,44
2020-12-03 16:08:02.705,19.4,20.2,44
2020-12-03 16:08:00.427,19.3,20.2,44
2020-12-03 16:07:58.150,19.3,20.2,43
2020-12-03 16:07:55.873,19.2,20.2,43
2020-12-03 16:07:53.596,19.2,20.2,43
2020-12-03 16:07:51.319,19.1,20.2,43
2020-12-03 16:07:49.046,19.1,20.2,43
2020-12-03 16:07:46.769,19.1,20.2,44
2020-12-03 16:07:44.491,19.1,20.2,43
2020-12-03 16:07:42.214,19.1,20.2,43
2020-12-03 16:07:39.937,19.1,20.2,43
2020-12-03 16:07:37.659,19.1,20.2,43
